anio,ccaa,provincia,tipo_procedencia,categoria,especie,n_sueltas
2014,Aragón,Zaragoza,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,60.0
2014,Aragón,Zaragoza,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,6395.0
2014,Asturias,Asturias,ADMINISTRACIÓN,Caza Menor de Mamíferos,Conejo,120.0
2014,Asturias,Asturias,ADMINISTRACIÓN,Caza Menor de Mamíferos,Liebre,15.0
2014,Asturias,Asturias,ADMINISTRACIÓN,Caza Menor de Aves,Faisán,6266.0
2014,Asturias,Asturias,ADMINISTRACIÓN,Caza Menor de Aves,Perdiz,4352.0
2014,C. Valenciana,Alicante,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,32.0
2014,C. Valenciana,Alicante,OTRAS PROCEDENCIAS,Caza Mayor,Jabalí,25.0
2014,C. Valenciana,Alicante,OTRAS PROCEDENCIAS,Caza Mayor,Muflón,130.0
2014,C. Valenciana,Alicante,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,100.0
2014,C. Valenciana,Alicante,OTRAS PROCEDENCIAS,Caza Menor de Aves,Paloma,400.0
2014,C. Valenciana,Alicante,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,930.0
2014,C. Valenciana,Castellón,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,200.0
2014,C. Valenciana,Castellón,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,490.0
2014,C. Valenciana,Valencia,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,40.0
2014,C. Valenciana,Valencia,OTRAS PROCEDENCIAS,Caza Mayor,Jabalí,340.0
2014,C. Valenciana,Valencia,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,1430.0
2014,C. Valenciana,Valencia,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,5829.0
2014,Canarias,Tenerife,ADMINISTRACIÓN,Caza Menor de Aves,Perdiz,3538.0
2014,Cantabria,Cantabria,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,3330.0
2014,Cantabria,Cantabria,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,2721.0
2014,Cantabria,Cantabria,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,1270.0
2014,Castilla-La Mancha,Albacete,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,50.0
2014,Castilla-La Mancha,Albacete,OTRAS PROCEDENCIAS,Caza Mayor,Jabalí,70.0
2014,Castilla-La Mancha,Albacete,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,62000.0
2014,Castilla-La Mancha,Albacete,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Liebre,280.0
2014,Castilla-La Mancha,Albacete,OTRAS PROCEDENCIAS,Caza Menor de Aves,Acuáticas y anátidas,4500.0
2014,Castilla-La Mancha,Albacete,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,5000.0
2014,Castilla-La Mancha,Albacete,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,25000.0
2014,Castilla-La Mancha,Albacete,OTRAS PROCEDENCIAS,Caza Menor de Aves,Paloma,100.0
2014,Castilla-La Mancha,Albacete,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,145000.0
2014,Castilla-La Mancha,Ciudad Real,ADMINISTRACIÓN,Caza Mayor,Ciervo,150.0
2014,Castilla-La Mancha,Ciudad Real,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,504.0
2014,Castilla-La Mancha,Ciudad Real,OTRAS PROCEDENCIAS,Caza Mayor,Corzo,12.0
2014,Castilla-La Mancha,Ciudad Real,OTRAS PROCEDENCIAS,Caza Mayor,Gamo,212.0
2014,Castilla-La Mancha,Ciudad Real,OTRAS PROCEDENCIAS,Caza Mayor,Jabalí,401.0
2014,Castilla-La Mancha,Ciudad Real,OTRAS PROCEDENCIAS,Caza Menor de Aves,Acuáticas y anátidas,848.0
2014,Castilla-La Mancha,Ciudad Real,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,1230.0
2014,Castilla-La Mancha,Ciudad Real,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,2270.0
2014,Castilla-La Mancha,Ciudad Real,OTRAS PROCEDENCIAS,Caza Menor de Aves,Paloma,2210.0
2014,Castilla-La Mancha,Ciudad Real,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,304950.0
2014,Castilla-La Mancha,Cuenca,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,63.0
2014,Castilla-La Mancha,Cuenca,OTRAS PROCEDENCIAS,Caza Mayor,Corzo,10.0
2014,Castilla-La Mancha,Cuenca,OTRAS PROCEDENCIAS,Caza Mayor,Gamo,20.0
2014,Castilla-La Mancha,Cuenca,OTRAS PROCEDENCIAS,Caza Mayor,Jabalí,82.0
2014,Castilla-La Mancha,Cuenca,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,5060.0
2014,Castilla-La Mancha,Cuenca,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,6575.0
2014,Castilla-La Mancha,Cuenca,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,42000.0
2014,Castilla-La Mancha,Guadalajara,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,15.0
2014,Castilla-La Mancha,Guadalajara,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,1750.0
2014,Castilla-La Mancha,Guadalajara,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,2680.0
2014,Castilla-La Mancha,Guadalajara,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,13025.0
2014,Castilla-La Mancha,Guadalajara,OTRAS PROCEDENCIAS,Caza Menor de Aves,Paloma,6750.0
2014,Castilla-La Mancha,Guadalajara,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,117950.0
2014,Castilla-La Mancha,Toledo,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,102.0
2014,Castilla-La Mancha,Toledo,OTRAS PROCEDENCIAS,Caza Mayor,Corzo,3.0
2014,Castilla-La Mancha,Toledo,OTRAS PROCEDENCIAS,Caza Mayor,Gamo,30.0
2014,Castilla-La Mancha,Toledo,OTRAS PROCEDENCIAS,Caza Mayor,Jabalí,70.0
2014,Castilla-La Mancha,Toledo,OTRAS PROCEDENCIAS,Caza Menor de Aves,Acuáticas y anátidas,1600.0
2014,Castilla-La Mancha,Toledo,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,100.0
2014,Castilla-La Mancha,Toledo,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,15925.0
2014,Castilla-La Mancha,Toledo,OTRAS PROCEDENCIAS,Caza Menor de Aves,Paloma,7360.0
2014,Castilla-La Mancha,Toledo,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,271780.0
2014,Cataluña,Barcelona,ADMINISTRACIÓN,Caza Menor de Mamíferos,Conejo,7609.0
2014,Cataluña,Barcelona,ADMINISTRACIÓN,Caza Menor de Aves,Faisán,15918.0
2014,Cataluña,Barcelona,ADMINISTRACIÓN,Caza Menor de Aves,Perdiz,33096.0
2014,Cataluña,Gerona,ADMINISTRACIÓN,Caza Menor de Mamíferos,Conejo,1951.0
2014,Cataluña,Gerona,ADMINISTRACIÓN,Caza Menor de Mamíferos,Liebre,113.0
2014,Cataluña,Gerona,ADMINISTRACIÓN,Caza Menor de Aves,Codorniz,450.0
2014,Cataluña,Gerona,ADMINISTRACIÓN,Caza Menor de Aves,Faisán,4369.0
2014,Cataluña,Gerona,ADMINISTRACIÓN,Caza Menor de Aves,Paloma,240.0
2014,Cataluña,Gerona,ADMINISTRACIÓN,Caza Menor de Aves,Perdiz,15619.0
2014,Cataluña,Lérida,ADMINISTRACIÓN,Caza Menor de Mamíferos,Conejo,681.0
2014,Cataluña,Lérida,ADMINISTRACIÓN,Caza Menor de Aves,Codorniz,850.0
2014,Cataluña,Lérida,ADMINISTRACIÓN,Caza Menor de Aves,Faisán,1275.0
2014,Cataluña,Lérida,ADMINISTRACIÓN,Caza Menor de Aves,Perdiz,26335.0
2014,Cataluña,Tarragona,ADMINISTRACIÓN,Caza Menor de Mamíferos,Conejo,483.0
2014,Cataluña,Tarragona,ADMINISTRACIÓN,Caza Menor de Aves,Perdiz,24250.0
2014,Extremadura,Badajoz,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,38.0
2014,Extremadura,Badajoz,OTRAS PROCEDENCIAS,Caza Mayor,Gamo,10.0
2014,Extremadura,Badajoz,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,2934.0
2014,Extremadura,Badajoz,OTRAS PROCEDENCIAS,Caza Menor de Aves,Acuáticas y anátidas,200.0
2014,Extremadura,Badajoz,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,2400.0
2014,Extremadura,Badajoz,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,200.0
2014,Extremadura,Badajoz,OTRAS PROCEDENCIAS,Caza Menor de Aves,Paloma,4560.0
2014,Extremadura,Badajoz,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,42810.0
2014,Extremadura,Cáceres,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,40.0
2014,Extremadura,Cáceres,OTRAS PROCEDENCIAS,Caza Mayor,Corzo,22.0
2014,Extremadura,Cáceres,OTRAS PROCEDENCIAS,Caza Mayor,Jabalí,19.0
2014,Extremadura,Cáceres,OTRAS PROCEDENCIAS,Caza Mayor,Muflón,15.0
2014,Extremadura,Cáceres,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,3545.0
2014,Extremadura,Cáceres,OTRAS PROCEDENCIAS,Caza Menor de Aves,Acuáticas y anátidas,1107.0
2014,Extremadura,Cáceres,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,950.0
2014,Extremadura,Cáceres,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,557.0
2014,Extremadura,Cáceres,OTRAS PROCEDENCIAS,Caza Menor de Aves,Paloma,7555.0
2014,Extremadura,Cáceres,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,60411.0
2014,Galicia,La Coruña,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,44251.0
2014,Galicia,La Coruña,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,1320.0
2014,Galicia,La Coruña,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,6712.0
2014,Galicia,La Coruña,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,24376.0
2014,Galicia,Lugo,ADMINISTRACIÓN,Caza Menor de Aves,Perdiz,1165.0
2014,Galicia,Lugo,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,11060.0
2014,Galicia,Lugo,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,518.0
2014,Galicia,Lugo,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,16138.0
2014,Galicia,Orense,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,8.0
2014,Galicia,Orense,OTRAS PROCEDENCIAS,Caza Mayor,Jabalí,10.0
2014,Galicia,Orense,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,10170.0
2014,Galicia,Orense,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,355.0
2014,Galicia,Orense,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,220.0
2014,Galicia,Orense,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,8222.0
2014,Galicia,Pontevedra,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,13475.0
2014,Galicia,Pontevedra,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,225.0
2014,Galicia,Pontevedra,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,430.0
2014,Galicia,Pontevedra,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,4110.0
2014,Madrid,Madrid,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,10.0
2014,Madrid,Madrid,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,5670.0
2014,Madrid,Madrid,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Liebre,650.0
2014,Madrid,Madrid,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,7127.0
2014,Madrid,Madrid,OTRAS PROCEDENCIAS,Caza Menor de Aves,Paloma,3661.0
2014,Madrid,Madrid,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,144237.0
2014,Murcia,Murcia,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,870.0
2014,Murcia,Murcia,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,4105.0
2014,Murcia,Murcia,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,750.0
2014,Murcia,Murcia,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,29574.0
2014,País Vasco,Álava,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,1400.0
2014,País Vasco,Álava,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,1775.0
2014,País Vasco,Álava,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,150.0
2014,País Vasco,Guipúzcoa,ADMINISTRACIÓN,Caza Menor de Mamíferos,Liebre,45.0
2014,País Vasco,Guipúzcoa,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,6000.0
2014,País Vasco,Guipúzcoa,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,22500.0
2014,País Vasco,Guipúzcoa,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,1000.0
2014,País Vasco,Vizcaya,ADMINISTRACIÓN,Caza Menor de Aves,Codorniz,1100.0
2014,País Vasco,Vizcaya,ADMINISTRACIÓN,Caza Menor de Aves,Faisán,397.0
2014,País Vasco,Vizcaya,ADMINISTRACIÓN,Caza Menor de Aves,Perdiz,680.0
2014,País Vasco,Vizcaya,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,500.0
2013,Andalucía,Cádiz,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,12.0
2013,Andalucía,Cádiz,OTRAS PROCEDENCIAS,Caza Mayor,Corzo,26.0
2013,Andalucía,Cádiz,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,730.0
2013,Andalucía,Cádiz,OTRAS PROCEDENCIAS,Caza Menor de Aves,Acuáticas y anátidas,200.0
2013,Andalucía,Cádiz,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,7300.0
2013,Andalucía,Cádiz,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,430.0
2013,Andalucía,Cádiz,OTRAS PROCEDENCIAS,Caza Menor de Aves,Paloma,1500.0
2013,Andalucía,Cádiz,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,3850.0
2013,Andalucía,Córdoba,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,21.0
2013,Andalucía,Córdoba,OTRAS PROCEDENCIAS,Caza Mayor,Corzo,3.0
2013,Andalucía,Córdoba,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,140.0
2013,Andalucía,Córdoba,OTRAS PROCEDENCIAS,Caza Menor de Aves,Acuáticas y anátidas,60.0
2013,Andalucía,Córdoba,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,50.0
2013,Andalucía,Córdoba,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,560.0
2013,Andalucía,Córdoba,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,1410.0
2013,Andalucía,Granada,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,150.0
2013,Andalucía,Granada,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,1775.0
2013,Andalucía,Granada,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,200.0
2013,Andalucía,Granada,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,11500.0
2013,Andalucía,Huelva,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,20.0
2013,Andalucía,Huelva,OTRAS PROCEDENCIAS,Caza Mayor,Corzo,5.0
2013,Andalucía,Huelva,OTRAS PROCEDENCIAS,Caza Mayor,Gamo,20.0
2013,Andalucía,Huelva,OTRAS PROCEDENCIAS,Caza Mayor,Jabalí,90.0
2013,Andalucía,Huelva,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,450.0
2013,Andalucía,Huelva,OTRAS PROCEDENCIAS,Caza Menor de Aves,Acuáticas y anátidas,450.0
2013,Andalucía,Huelva,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,420.0
2013,Andalucía,Huelva,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,365.0
2013,Andalucía,Huelva,OTRAS PROCEDENCIAS,Caza Menor de Aves,Paloma,1100.0
2013,Andalucía,Huelva,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,14600.0
2013,Andalucía,Jaén,ADMINISTRACIÓN,Caza Menor de Aves,Perdiz,250.0
2013,Andalucía,Jaén,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,150.0
2013,Andalucía,Jaén,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,3295.0
2013,Andalucía,Jaén,OTRAS PROCEDENCIAS,Caza Menor de Aves,Acuáticas y anátidas,700.0
2013,Andalucía,Jaén,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,400.0
2013,Andalucía,Jaén,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,300.0
2013,Andalucía,Jaén,OTRAS PROCEDENCIAS,Caza Menor de Aves,Paloma,100.0
2013,Andalucía,Jaén,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,12430.0
2013,Andalucía,Málaga,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,1256.0
2013,Andalucía,Málaga,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,3304.0
2013,Andalucía,Málaga,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,370.0
2013,Andalucía,Málaga,OTRAS PROCEDENCIAS,Caza Menor de Aves,Paloma,100.0
2013,Andalucía,Málaga,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,13845.0
2013,Andalucía,Sevilla,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,150.0
2013,Andalucía,Sevilla,OTRAS PROCEDENCIAS,Caza Menor de Aves,Acuáticas y anátidas,500.0
2013,Andalucía,Sevilla,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,3340.0
2013,Aragón,Huesca,ADMINISTRACIÓN,Caza Menor de Aves,Perdiz,300.0
2013,Aragón,Huesca,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,12.0
2013,Aragón,Huesca,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,110.0
2013,Aragón,Huesca,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,5333.0
2013,Aragón,Teruel,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,1875.0
2013,Aragón,Teruel,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,1300.0
2013,Aragón,Zaragoza,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,2070.0
2013,Aragón,Zaragoza,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Liebre,40.0
2013,Aragón,Zaragoza,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,4600.0
2013,Baleares,Baleares,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,450.0
2013,Baleares,Baleares,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,2200.0
2013,Baleares,Baleares,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,325.0
2013,Baleares,Baleares,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,1200.0
2013,Cantabria,Cantabria,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,3289.0
2013,Cantabria,Cantabria,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,1746.0
2013,Cantabria,Cantabria,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,1342.0
2013,Castilla-La Mancha,Albacete,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,4.0
2013,Castilla-La Mancha,Albacete,OTRAS PROCEDENCIAS,Caza Mayor,Jabalí,51.0
2013,Castilla-La Mancha,Albacete,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,65065.0
2013,Castilla-La Mancha,Albacete,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Liebre,295.0
2013,Castilla-La Mancha,Albacete,OTRAS PROCEDENCIAS,Caza Menor de Aves,Acuáticas y anátidas,1600.0
2013,Castilla-La Mancha,Albacete,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,5000.0
2013,Castilla-La Mancha,Albacete,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,3000.0
2013,Castilla-La Mancha,Albacete,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,143880.0
2013,Castilla-La Mancha,Ciudad Real,ADMINISTRACIÓN,Caza Mayor,Ciervo,90.0
2013,Castilla-La Mancha,Ciudad Real,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,311.0
2013,Castilla-La Mancha,Ciudad Real,OTRAS PROCEDENCIAS,Caza Mayor,Corzo,41.0
2013,Castilla-La Mancha,Ciudad Real,OTRAS PROCEDENCIAS,Caza Mayor,Jabalí,480.0
2013,Castilla-La Mancha,Ciudad Real,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,1250.0
2013,Castilla-La Mancha,Ciudad Real,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,800.0
2013,Castilla-La Mancha,Ciudad Real,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,1800.0
2013,Castilla-La Mancha,Ciudad Real,OTRAS PROCEDENCIAS,Caza Menor de Aves,Paloma,1350.0
2013,Castilla-La Mancha,Ciudad Real,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,316420.0
2013,Castilla-La Mancha,Cuenca,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,30.0
2013,Castilla-La Mancha,Cuenca,OTRAS PROCEDENCIAS,Caza Mayor,Corzo,54.0
2013,Castilla-La Mancha,Cuenca,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,2720.0
2013,Castilla-La Mancha,Cuenca,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,9020.0
2013,Castilla-La Mancha,Cuenca,OTRAS PROCEDENCIAS,Caza Menor de Aves,Paloma,2700.0
2013,Castilla-La Mancha,Cuenca,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,53570.0
2013,Castilla-La Mancha,Guadalajara,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,16.0
2013,Castilla-La Mancha,Guadalajara,OTRAS PROCEDENCIAS,Caza Mayor,Jabalí,25.0
2013,Castilla-La Mancha,Guadalajara,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,2945.0
2013,Castilla-La Mancha,Guadalajara,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,2810.0
2013,Castilla-La Mancha,Guadalajara,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,8150.0
2013,Castilla-La Mancha,Guadalajara,OTRAS PROCEDENCIAS,Caza Menor de Aves,Paloma,5850.0
2013,Castilla-La Mancha,Guadalajara,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,96185.0
2013,Castilla-La Mancha,Toledo,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,66.0
2013,Castilla-La Mancha,Toledo,OTRAS PROCEDENCIAS,Caza Mayor,Gamo,16.0
2013,Castilla-La Mancha,Toledo,OTRAS PROCEDENCIAS,Caza Mayor,Jabalí,80.0
2013,Castilla-La Mancha,Toledo,OTRAS PROCEDENCIAS,Caza Menor de Aves,Acuáticas y anátidas,1500.0
2013,Castilla-La Mancha,Toledo,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,1300.0
2013,Castilla-La Mancha,Toledo,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,11590.0
2013,Castilla-La Mancha,Toledo,OTRAS PROCEDENCIAS,Caza Menor de Aves,Paloma,6760.0
2013,Castilla-La Mancha,Toledo,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,291495.0
2013,Cataluña,Barcelona,ADMINISTRACIÓN,Caza Menor de Mamíferos,Conejo,7570.0
2013,Cataluña,Barcelona,ADMINISTRACIÓN,Caza Menor de Aves,Codorniz,319.0
2013,Cataluña,Barcelona,ADMINISTRACIÓN,Caza Menor de Aves,Faisán,14605.0
2013,Cataluña,Barcelona,ADMINISTRACIÓN,Caza Menor de Aves,Perdiz,28431.0
2013,Cataluña,Gerona,ADMINISTRACIÓN,Caza Menor de Mamíferos,Conejo,1712.0
2013,Cataluña,Gerona,ADMINISTRACIÓN,Caza Menor de Aves,Codorniz,18.0
2013,Cataluña,Gerona,ADMINISTRACIÓN,Caza Menor de Aves,Faisán,2130.0
2013,Cataluña,Gerona,ADMINISTRACIÓN,Caza Menor de Aves,Perdiz,21112.0
2013,Cataluña,Lérida,ADMINISTRACIÓN,Caza Menor de Mamíferos,Conejo,632.0
2013,Cataluña,Lérida,ADMINISTRACIÓN,Caza Menor de Aves,Codorniz,1750.0
2013,Cataluña,Lérida,ADMINISTRACIÓN,Caza Menor de Aves,Faisán,1040.0
2013,Cataluña,Lérida,ADMINISTRACIÓN,Caza Menor de Aves,Perdiz,22804.0
2013,Cataluña,Tarragona,ADMINISTRACIÓN,Caza Menor de Mamíferos,Conejo,3267.0
2013,Cataluña,Tarragona,ADMINISTRACIÓN,Caza Menor de Aves,Codorniz,2334.0
2013,Cataluña,Tarragona,ADMINISTRACIÓN,Caza Menor de Aves,Faisán,900.0
2013,Cataluña,Tarragona,ADMINISTRACIÓN,Caza Menor de Aves,Perdiz,30266.0
2013,Extremadura,Badajoz,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,2.0
2013,Extremadura,Badajoz,OTRAS PROCEDENCIAS,Caza Menor de Aves,Acuáticas y anátidas,3273.0
2013,Extremadura,Badajoz,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,4932.0
2013,Extremadura,Badajoz,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,636.0
2013,Extremadura,Badajoz,OTRAS PROCEDENCIAS,Caza Menor de Aves,Paloma,2386.0
2013,Extremadura,Badajoz,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,25599.0
2013,Extremadura,Cáceres,OTRAS PROCEDENCIAS,Caza Mayor,Ciervo,6.0
2013,Extremadura,Cáceres,OTRAS PROCEDENCIAS,Caza Menor de Aves,Acuáticas y anátidas,770.0
2013,Extremadura,Cáceres,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,125.0
2013,Extremadura,Cáceres,OTRAS PROCEDENCIAS,Caza Menor de Aves,Paloma,3075.0
2013,Extremadura,Cáceres,OTRAS PROCEDENCIAS,Caza Menor de Aves,Perdiz,18522.0
2013,Galicia,La Coruña,OTRAS PROCEDENCIAS,Caza Menor de Mamíferos,Conejo,39910.0
2013,Galicia,La Coruña,OTRAS PROCEDENCIAS,Caza Menor de Aves,Codorniz,500.0
2013,Galicia,La Coruña,OTRAS PROCEDENCIAS,Caza Menor de Aves,Faisán,7752.0
