anio,ccaa,provincia,categoria,especie,n_capturas
2023,Andalucía,Almería,Caza Mayor,Arruí,34.0
2023,Andalucía,Almería,Caza Mayor,Cabra montés,559.0
2023,Andalucía,Almería,Caza Mayor,Ciervo,654.0
2023,Andalucía,Almería,Caza Mayor,Gamo,6.0
2023,Andalucía,Almería,Caza Mayor,Jabalí,8170.0
2023,Andalucía,Almería,Caza Menor de Aves,Acuáticas y anátidas,40.0
2023,Andalucía,Almería,Caza Menor de Aves,Codorniz,499.0
2023,Andalucía,Almería,Caza Menor de Aves,Córvidos,3795.0
2023,Andalucía,Almería,Caza Menor de Aves,Estornino,1067.0
2023,Andalucía,Almería,Caza Menor de Aves,Paloma,26183.0
2023,Andalucía,Almería,Caza Menor de Aves,Perdiz,28302.0
2023,Andalucía,Almería,Caza Menor de Aves,Zorzal,33674.0
2023,Andalucía,Almería,Caza Menor de Mamíferos,Conejo,52263.0
2023,Andalucía,Almería,Caza Menor de Mamíferos,Liebre,3561.0
2023,Andalucía,Almería,Caza Menor de Mamíferos,Zorro,2272.0
2023,Andalucía,Cádiz,Caza Mayor,Cabra montés,295.0
2023,Andalucía,Cádiz,Caza Mayor,Ciervo,5327.0
2023,Andalucía,Cádiz,Caza Mayor,Corzo,1258.0
2023,Andalucía,Cádiz,Caza Mayor,Gamo,4021.0
2023,Andalucía,Cádiz,Caza Mayor,Jabalí,5794.0
2023,Andalucía,Cádiz,Caza Mayor,Muflón,560.0
2023,Andalucía,Cádiz,Caza Menor de Aves,Acuáticas y anátidas,10020.0
2023,Andalucía,Cádiz,Caza Menor de Aves,Avefría,725.0
2023,Andalucía,Cádiz,Caza Menor de Aves,Becada,795.0
2023,Andalucía,Cádiz,Caza Menor de Aves,Codorniz,7389.0
2023,Andalucía,Cádiz,Caza Menor de Aves,Córvidos,4127.0
2023,Andalucía,Cádiz,Caza Menor de Aves,Estornino,3474.0
2023,Andalucía,Cádiz,Caza Menor de Aves,Faisán,1735.0
2023,Andalucía,Cádiz,Caza Menor de Aves,Paloma,84689.0
2023,Andalucía,Cádiz,Caza Menor de Aves,Perdiz,42228.0
2023,Andalucía,Cádiz,Caza Menor de Aves,Otras Caza Menor de Aves,430.0
2023,Andalucía,Cádiz,Caza Menor de Aves,Zorzal,137920.0
2023,Andalucía,Cádiz,Caza Menor de Mamíferos,Conejo,145834.0
2023,Andalucía,Cádiz,Caza Menor de Mamíferos,Liebre,3094.0
2023,Andalucía,Cádiz,Caza Menor de Mamíferos,Zorro,5889.0
2023,Andalucía,Córdoba,Caza Mayor,Cabra montés,13.0
2023,Andalucía,Córdoba,Caza Mayor,Ciervo,14070.0
2023,Andalucía,Córdoba,Caza Mayor,Corzo,10.0
2023,Andalucía,Córdoba,Caza Mayor,Gamo,1254.0
2023,Andalucía,Córdoba,Caza Mayor,Jabalí,9717.0
2023,Andalucía,Córdoba,Caza Mayor,Muflón,1445.0
2023,Andalucía,Córdoba,Caza Menor de Aves,Acuáticas y anátidas,2228.0
2023,Andalucía,Córdoba,Caza Menor de Aves,Avefría,412.0
2023,Andalucía,Córdoba,Caza Menor de Aves,Becada,189.0
2023,Andalucía,Córdoba,Caza Menor de Aves,Codorniz,9327.0
2023,Andalucía,Córdoba,Caza Menor de Aves,Córvidos,11740.0
2023,Andalucía,Córdoba,Caza Menor de Aves,Estornino,3374.0
2023,Andalucía,Córdoba,Caza Menor de Aves,Paloma,176180.0
2023,Andalucía,Córdoba,Caza Menor de Aves,Perdiz,45281.0
2023,Andalucía,Córdoba,Caza Menor de Aves,Otras Caza Menor de Aves,32.0
2023,Andalucía,Córdoba,Caza Menor de Aves,Zorzal,192932.0
2023,Andalucía,Córdoba,Caza Menor de Mamíferos,Conejo,107928.0
2023,Andalucía,Córdoba,Caza Menor de Mamíferos,Liebre,12441.0
2023,Andalucía,Córdoba,Caza Menor de Mamíferos,Zorro,11195.0
2023,Andalucía,Granada,Caza Mayor,Arruí,19.0
2023,Andalucía,Granada,Caza Mayor,Cabra montés,1042.0
2023,Andalucía,Granada,Caza Mayor,Ciervo,847.0
2023,Andalucía,Granada,Caza Mayor,Gamo,266.0
2023,Andalucía,Granada,Caza Mayor,Jabalí,12119.0
2023,Andalucía,Granada,Caza Mayor,Muflón,322.0
2023,Andalucía,Granada,Caza Menor de Aves,Acuáticas y anátidas,1000.0
2023,Andalucía,Granada,Caza Menor de Aves,Avefría,104.0
2023,Andalucía,Granada,Caza Menor de Aves,Becada,179.0
2023,Andalucía,Granada,Caza Menor de Aves,Codorniz,6345.0
2023,Andalucía,Granada,Caza Menor de Aves,Córvidos,32742.0
2023,Andalucía,Granada,Caza Menor de Aves,Estornino,28161.0
2023,Andalucía,Granada,Caza Menor de Aves,Paloma,170819.0
2023,Andalucía,Granada,Caza Menor de Aves,Perdiz,52144.0
2023,Andalucía,Granada,Caza Menor de Aves,Zorzal,224317.0
2023,Andalucía,Granada,Caza Menor de Mamíferos,Conejo,196788.0
2023,Andalucía,Granada,Caza Menor de Mamíferos,Liebre,15452.0
2023,Andalucía,Granada,Caza Menor de Mamíferos,Zorro,11732.0
2023,Andalucía,Huelva,Caza Mayor,Ciervo,11351.0
2023,Andalucía,Huelva,Caza Mayor,Gamo,504.0
2023,Andalucía,Huelva,Caza Mayor,Jabalí,5283.0
2023,Andalucía,Huelva,Caza Mayor,Muflón,575.0
2023,Andalucía,Huelva,Caza Menor de Aves,Acuáticas y anátidas,1534.0
2023,Andalucía,Huelva,Caza Menor de Aves,Avefría,242.0
2023,Andalucía,Huelva,Caza Menor de Aves,Becada,643.0
2023,Andalucía,Huelva,Caza Menor de Aves,Codorniz,2920.0
2023,Andalucía,Huelva,Caza Menor de Aves,Córvidos,1122.0
2023,Andalucía,Huelva,Caza Menor de Aves,Estornino,3271.0
2023,Andalucía,Huelva,Caza Menor de Aves,Paloma,38064.0
2023,Andalucía,Huelva,Caza Menor de Aves,Perdiz,21172.0
2023,Andalucía,Huelva,Caza Menor de Aves,Zorzal,137637.0
2023,Andalucía,Huelva,Caza Menor de Mamíferos,Conejo,14633.0
2023,Andalucía,Huelva,Caza Menor de Mamíferos,Liebre,4088.0
2023,Andalucía,Huelva,Caza Menor de Mamíferos,Zorro,2128.0
2023,Andalucía,Jaén,Caza Mayor,Arruí,1.0
2023,Andalucía,Jaén,Caza Mayor,Cabra montés,457.0
2023,Andalucía,Jaén,Caza Mayor,Ciervo,11198.0
2023,Andalucía,Jaén,Caza Mayor,Corzo,25.0
2023,Andalucía,Jaén,Caza Mayor,Gamo,5109.0
2023,Andalucía,Jaén,Caza Mayor,Jabalí,15304.0
2023,Andalucía,Jaén,Caza Mayor,Muflón,3219.0
2023,Andalucía,Jaén,Caza Menor de Aves,Acuáticas y anátidas,3010.0
2023,Andalucía,Jaén,Caza Menor de Aves,Avefría,618.0
2023,Andalucía,Jaén,Caza Menor de Aves,Becada,381.0
2023,Andalucía,Jaén,Caza Menor de Aves,Codorniz,4583.0
2023,Andalucía,Jaén,Caza Menor de Aves,Córvidos,21432.0
2023,Andalucía,Jaén,Caza Menor de Aves,Estornino,14700.0
2023,Andalucía,Jaén,Caza Menor de Aves,Paloma,182710.0
2023,Andalucía,Jaén,Caza Menor de Aves,Perdiz,48385.0
2023,Andalucía,Jaén,Caza Menor de Aves,Otras Caza Menor de Aves,88.0
2023,Andalucía,Jaén,Caza Menor de Aves,Zorzal,316327.0
2023,Andalucía,Jaén,Caza Menor de Mamíferos,Conejo,214901.0
2023,Andalucía,Jaén,Caza Menor de Mamíferos,Liebre,10454.0
2023,Andalucía,Jaén,Caza Menor de Mamíferos,Zorro,12880.0
2023,Andalucía,Málaga,Caza Mayor,Cabra montés,368.0
2023,Andalucía,Málaga,Caza Mayor,Ciervo,987.0
2023,Andalucía,Málaga,Caza Mayor,Corzo,1.0
2023,Andalucía,Málaga,Caza Mayor,Gamo,99.0
2023,Andalucía,Málaga,Caza Mayor,Jabalí,9716.0
2023,Andalucía,Málaga,Caza Mayor,Muflón,336.0
2023,Andalucía,Málaga,Caza Menor de Aves,Acuáticas y anátidas,432.0
2023,Andalucía,Málaga,Caza Menor de Aves,Avefría,100.0
2023,Andalucía,Málaga,Caza Menor de Aves,Becada,640.0
2023,Andalucía,Málaga,Caza Menor de Aves,Codorniz,4466.0
2023,Andalucía,Málaga,Caza Menor de Aves,Córvidos,440.0
2023,Andalucía,Málaga,Caza Menor de Aves,Estornino,1462.0
2023,Andalucía,Málaga,Caza Menor de Aves,Faisán,10.0
2023,Andalucía,Málaga,Caza Menor de Aves,Paloma,41957.0
2023,Andalucía,Málaga,Caza Menor de Aves,Perdiz,35892.0
2023,Andalucía,Málaga,Caza Menor de Aves,Zorzal,121272.0
2023,Andalucía,Málaga,Caza Menor de Mamíferos,Conejo,66155.0
2023,Andalucía,Málaga,Caza Menor de Mamíferos,Liebre,3259.0
2023,Andalucía,Málaga,Caza Menor de Mamíferos,Zorro,3401.0
2023,Andalucía,Sevilla,Caza Mayor,Cabra montés,38.0
2023,Andalucía,Sevilla,Caza Mayor,Ciervo,4796.0
2023,Andalucía,Sevilla,Caza Mayor,Corzo,23.0
2023,Andalucía,Sevilla,Caza Mayor,Gamo,421.0
2023,Andalucía,Sevilla,Caza Mayor,Jabalí,8993.0
2023,Andalucía,Sevilla,Caza Mayor,Muflón,534.0
2023,Andalucía,Sevilla,Caza Menor de Aves,Acuáticas y anátidas,10408.0
2023,Andalucía,Sevilla,Caza Menor de Aves,Avefría,880.0
2023,Andalucía,Sevilla,Caza Menor de Aves,Becada,397.0
2023,Andalucía,Sevilla,Caza Menor de Aves,Codorniz,9160.0
2023,Andalucía,Sevilla,Caza Menor de Aves,Córvidos,3028.0
2023,Andalucía,Sevilla,Caza Menor de Aves,Estornino,4463.0
2023,Andalucía,Sevilla,Caza Menor de Aves,Paloma,124623.0
2023,Andalucía,Sevilla,Caza Menor de Aves,Perdiz,65642.0
2023,Andalucía,Sevilla,Caza Menor de Aves,Otras Caza Menor de Aves,100.0
2023,Andalucía,Sevilla,Caza Menor de Aves,Zorzal,190986.0
2023,Andalucía,Sevilla,Caza Menor de Mamíferos,Conejo,213573.0
2023,Andalucía,Sevilla,Caza Menor de Mamíferos,Liebre,13958.0
2023,Andalucía,Sevilla,Caza Menor de Mamíferos,Zorro,7454.0
2023,Aragón,Huesca,Caza Mayor,Cabra montés,27.0
2023,Aragón,Huesca,Caza Mayor,Ciervo,1557.0
2023,Aragón,Huesca,Caza Mayor,Corzo,6118.0
2023,Aragón,Huesca,Caza Mayor,Rebeco,522.0
2023,Aragón,Teruel,Caza Mayor,Cabra montés,1233.0
2023,Aragón,Teruel,Caza Mayor,Ciervo,2760.0
2023,Aragón,Teruel,Caza Mayor,Corzo,5112.0
2023,Aragón,Zaragoza,Caza Mayor,Cabra montés,458.0
2023,Aragón,Zaragoza,Caza Mayor,Ciervo,1172.0
2023,Aragón,Zaragoza,Caza Mayor,Corzo,8316.0
2023,Asturias,Asturias,Caza Mayor,Ciervo,510.0
2023,Asturias,Asturias,Caza Mayor,Corzo,489.0
2023,Asturias,Asturias,Caza Mayor,Gamo,170.0
2023,Asturias,Asturias,Caza Mayor,Jabalí,11543.0
2023,Asturias,Asturias,Caza Mayor,Rebeco,441.0
2023,Asturias,Asturias,Caza Menor de Aves,Becada,8513.0
2023,Asturias,Asturias,Caza Menor de Aves,Faisán,4427.0
2023,Asturias,Asturias,Caza Menor de Aves,Paloma,3211.0
2023,Asturias,Asturias,Caza Menor de Aves,Perdiz,3801.0
2023,Asturias,Asturias,Caza Menor de Aves,Otras Caza Menor de Aves,1613.0
2023,Asturias,Asturias,Caza Menor de Mamíferos,Liebre,14.0
2023,Asturias,Asturias,Caza Menor de Mamíferos,Zorro,408.0
2023,Baleares,Baleares,Caza Mayor,Cabra asilvestrada,8263.0
2023,Baleares,Baleares,Caza Menor de Aves,Becada,1441.0
2023,Baleares,Baleares,Caza Menor de Aves,Codorniz,58405.0
2023,Baleares,Baleares,Caza Menor de Aves,Estornino,515.0
2023,Baleares,Baleares,Caza Menor de Aves,Faisán,103.0
2023,Baleares,Baleares,Caza Menor de Aves,Paloma,80703.0
2023,Baleares,Baleares,Caza Menor de Aves,Perdiz,41404.0
2023,Baleares,Baleares,Caza Menor de Aves,Tórtola común,136.0
2023,Baleares,Baleares,Caza Menor de Aves,Otras Caza Menor de Aves,4580.0
2023,Baleares,Baleares,Caza Menor de Aves,Zorzal,233632.0
2023,Baleares,Baleares,Caza Menor de Mamíferos,Conejo,42428.0
2023,Baleares,Baleares,Caza Menor de Mamíferos,Liebre,1286.0
2023,C. Valenciana,Alicante,Caza Mayor,Arruí,1239.0
2023,C. Valenciana,Alicante,Caza Mayor,Cabra montés,4.0
2023,C. Valenciana,Alicante,Caza Mayor,Ciervo,299.0
2023,C. Valenciana,Alicante,Caza Mayor,Gamo,100.0
2023,C. Valenciana,Alicante,Caza Mayor,Jabalí,11998.0
2023,C. Valenciana,Alicante,Caza Mayor,Muflón,551.0
2023,C. Valenciana,Alicante,Caza Menor de Aves,Acuáticas y anátidas,6032.0
2023,C. Valenciana,Alicante,Caza Menor de Aves,Avefría,37.0
2023,C. Valenciana,Alicante,Caza Menor de Aves,Becada,506.0
2023,C. Valenciana,Alicante,Caza Menor de Aves,Codorniz,24.0
2023,C. Valenciana,Alicante,Caza Menor de Aves,Córvidos,6197.0
2023,C. Valenciana,Alicante,Caza Menor de Aves,Estornino,13806.0
2023,C. Valenciana,Alicante,Caza Menor de Aves,Paloma,115305.0
2023,C. Valenciana,Alicante,Caza Menor de Aves,Perdiz,13937.0
2023,C. Valenciana,Alicante,Caza Menor de Aves,Otras Caza Menor de Aves,624.0
2023,C. Valenciana,Alicante,Caza Menor de Aves,Zorzal,107329.0
2023,C. Valenciana,Alicante,Caza Menor de Mamíferos,Conejo,146992.0
2023,C. Valenciana,Alicante,Caza Menor de Mamíferos,Liebre,827.0
2023,C. Valenciana,Alicante,Caza Menor de Mamíferos,Zorro,3817.0
2023,C. Valenciana,Castellón,Caza Mayor,Arruí,118.0
2023,C. Valenciana,Castellón,Caza Mayor,Cabra montés,673.0
2023,C. Valenciana,Castellón,Caza Mayor,Ciervo,65.0
2023,C. Valenciana,Castellón,Caza Mayor,Corzo,659.0
2023,C. Valenciana,Castellón,Caza Mayor,Jabalí,12003.0
2023,C. Valenciana,Castellón,Caza Mayor,Muflón,72.0
2023,C. Valenciana,Castellón,Caza Menor de Aves,Acuáticas y anátidas,1176.0
2023,C. Valenciana,Castellón,Caza Menor de Aves,Avefría,3.0
2023,C. Valenciana,Castellón,Caza Menor de Aves,Becada,594.0
2023,C. Valenciana,Castellón,Caza Menor de Aves,Codorniz,294.0
2023,C. Valenciana,Castellón,Caza Menor de Aves,Córvidos,4345.0
2023,C. Valenciana,Castellón,Caza Menor de Aves,Estornino,1288.0
2023,C. Valenciana,Castellón,Caza Menor de Aves,Paloma,20896.0
2023,C. Valenciana,Castellón,Caza Menor de Aves,Perdiz,20208.0
2023,C. Valenciana,Castellón,Caza Menor de Aves,Otras Caza Menor de Aves,90.0
2023,C. Valenciana,Castellón,Caza Menor de Aves,Zorzal,300233.0
2023,C. Valenciana,Castellón,Caza Menor de Mamíferos,Conejo,72013.0
2023,C. Valenciana,Castellón,Caza Menor de Mamíferos,Liebre,962.0
2023,C. Valenciana,Castellón,Caza Menor de Mamíferos,Zorro,1408.0
2023,C. Valenciana,Valencia,Caza Mayor,Arruí,65.0
2023,C. Valenciana,Valencia,Caza Mayor,Cabra montés,1340.0
2023,C. Valenciana,Valencia,Caza Mayor,Ciervo,1386.0
2023,C. Valenciana,Valencia,Caza Mayor,Corzo,1218.0
2023,C. Valenciana,Valencia,Caza Mayor,Gamo,225.0
2023,C. Valenciana,Valencia,Caza Mayor,Jabalí,30547.0
2023,C. Valenciana,Valencia,Caza Mayor,Muflón,1273.0
2023,C. Valenciana,Valencia,Caza Menor de Aves,Acuáticas y anátidas,36419.0
2023,C. Valenciana,Valencia,Caza Menor de Aves,Avefría,952.0
2023,C. Valenciana,Valencia,Caza Menor de Aves,Becada,820.0
2023,C. Valenciana,Valencia,Caza Menor de Aves,Codorniz,358.0
2023,C. Valenciana,Valencia,Caza Menor de Aves,Córvidos,29460.0
2023,C. Valenciana,Valencia,Caza Menor de Aves,Estornino,13195.0
2023,C. Valenciana,Valencia,Caza Menor de Aves,Paloma,58840.0
2023,C. Valenciana,Valencia,Caza Menor de Aves,Perdiz,29985.0
2023,C. Valenciana,Valencia,Caza Menor de Aves,Otras Caza Menor de Aves,3255.0
2023,C. Valenciana,Valencia,Caza Menor de Aves,Zorzal,157961.0
2023,C. Valenciana,Valencia,Caza Menor de Mamíferos,Conejo,187953.0
2023,C. Valenciana,Valencia,Caza Menor de Mamíferos,Liebre,2292.0
2023,C. Valenciana,Valencia,Caza Menor de Mamíferos,Zorro,4386.0
2023,Canarias,Tenerife,Caza Mayor,Arruí,41.0
2023,Canarias,Las Palmas,Caza Menor de Aves,Perdiz,12000.0
2023,Canarias,Las Palmas,Caza Menor de Mamíferos,Conejo,30000.0
2023,Cantabria,Cantabria,Caza Mayor,Ciervo,223.0
2023,Cantabria,Cantabria,Caza Mayor,Corzo,409.0
2023,Cantabria,Cantabria,Caza Mayor,Jabalí,2782.0
2023,Cantabria,Cantabria,Caza Mayor,Rebeco,26.0
2023,Cantabria,Cantabria,Caza Menor de Aves,Perdiz,1664.0
2023,Cantabria,Cantabria,Caza Menor de Mamíferos,Liebre,191.0
2023,Cantabria,Cantabria,Caza Menor de Mamíferos,Zorro,240.0
2023,Castilla y León,Ávila,Caza Mayor,Cabra montés,438.0
2023,Castilla y León,Ávila,Caza Mayor,Ciervo,1677.0
2023,Castilla y León,Ávila,Caza Mayor,Corzo,1070.0
2023,Castilla y León,Ávila,Caza Mayor,Gamo,349.0
2023,Castilla y León,Ávila,Caza Mayor,Jabalí,7525.0
2023,Castilla y León,Ávila,Caza Mayor,Muflón,182.0
2023,Castilla y León,Ávila,Caza Menor de Aves,Acuáticas y anátidas,1841.0
2023,Castilla y León,Ávila,Caza Menor de Aves,Becada,1290.0
2023,Castilla y León,Ávila,Caza Menor de Aves,Córvidos,1189.0
2023,Castilla y León,Ávila,Caza Menor de Aves,Faisán,1240.0
2023,Castilla y León,Ávila,Caza Menor de Aves,Paloma,26835.0
2023,Castilla y León,Ávila,Caza Menor de Aves,Perdiz,13079.0
2023,Castilla y León,Ávila,Caza Menor de Aves,Zorzal,12512.0
2023,Castilla y León,Ávila,Caza Menor de Mamíferos,Conejo,19437.0
2023,Castilla y León,Ávila,Caza Menor de Mamíferos,Liebre,3220.0
2023,Castilla y León,Ávila,Caza Menor de Mamíferos,Zorro,3271.0
2023,Castilla y León,Burgos,Caza Mayor,Cabra montés,9.0
2023,Castilla y León,Burgos,Caza Mayor,Ciervo,1722.0
2023,Castilla y León,Burgos,Caza Mayor,Corzo,8480.0
2023,Castilla y León,Burgos,Caza Mayor,Gamo,515.0
2023,Castilla y León,Burgos,Caza Mayor,Jabalí,8625.0
2023,Castilla y León,Burgos,Caza Mayor,Muflón,2.0
2023,Castilla y León,Burgos,Caza Menor de Aves,Acuáticas y anátidas,755.0
2023,Castilla y León,Burgos,Caza Menor de Aves,Becada,17.0
2023,Castilla y León,Burgos,Caza Menor de Aves,Codorniz,100.0
2023,Castilla y León,Burgos,Caza Menor de Aves,Córvidos,2822.0
2023,Castilla y León,Burgos,Caza Menor de Aves,Faisán,505.0
2023,Castilla y León,Burgos,Caza Menor de Aves,Paloma,21912.0
2023,Castilla y León,Burgos,Caza Menor de Aves,Perdiz,44395.0
2023,Castilla y León,Burgos,Caza Menor de Aves,Zorzal,15933.0
2023,Castilla y León,Burgos,Caza Menor de Mamíferos,Conejo,53122.0
2023,Castilla y León,Burgos,Caza Menor de Mamíferos,Liebre,4045.0
2023,Castilla y León,Burgos,Caza Menor de Mamíferos,Zorro,2576.0
2023,Castilla y León,León,Caza Mayor,Cabra montés,34.0
2023,Castilla y León,León,Caza Mayor,Ciervo,1050.0
2023,Castilla y León,León,Caza Mayor,Corzo,3167.0
2023,Castilla y León,León,Caza Mayor,Gamo,33.0
2023,Castilla y León,León,Caza Mayor,Jabalí,9784.0
2023,Castilla y León,León,Caza Mayor,Muflón,17.0
2023,Castilla y León,León,Caza Mayor,Rebeco,593.0
2023,Castilla y León,León,Caza Menor de Aves,Acuáticas y anátidas,1661.0
2023,Castilla y León,León,Caza Menor de Aves,Becada,2784.0
2023,Castilla y León,León,Caza Menor de Aves,Córvidos,3461.0
2023,Castilla y León,León,Caza Menor de Aves,Paloma,10808.0
2023,Castilla y León,León,Caza Menor de Aves,Perdiz,12758.0
2023,Castilla y León,León,Caza Menor de Aves,Zorzal,878.0
2023,Castilla y León,León,Caza Menor de Mamíferos,Conejo,22798.0
2023,Castilla y León,León,Caza Menor de Mamíferos,Liebre,4764.0
2023,Castilla y León,León,Caza Menor de Mamíferos,Zorro,2799.0
2023,Castilla y León,Palencia,Caza Mayor,Cabra montés,20.0
2023,Castilla y León,Palencia,Caza Mayor,Ciervo,2059.0
2023,Castilla y León,Palencia,Caza Mayor,Corzo,5.0
2023,Castilla y León,Palencia,Caza Mayor,Gamo,155.0
2023,Castilla y León,Palencia,Caza Mayor,Jabalí,1954.0
2023,Castilla y León,Palencia,Caza Mayor,Muflón,100.0
2023,Castilla y León,Palencia,Caza Mayor,Rebeco,46.0
2023,Castilla y León,Palencia,Caza Menor de Aves,Acuáticas y anátidas,670.0
2023,Castilla y León,Palencia,Caza Menor de Aves,Becada,4164.0
2023,Castilla y León,Palencia,Caza Menor de Aves,Codorniz,2164.0
2023,Castilla y León,Palencia,Caza Menor de Aves,Córvidos,2402.0
2023,Castilla y León,Palencia,Caza Menor de Aves,Paloma,19557.0
2023,Castilla y León,Palencia,Caza Menor de Aves,Perdiz,12045.0
2023,Castilla y León,Palencia,Caza Menor de Aves,Zorzal,1722.0
2023,Castilla y León,Palencia,Caza Menor de Mamíferos,Conejo,32584.0
2023,Castilla y León,Palencia,Caza Menor de Mamíferos,Liebre,1739.0
2023,Castilla y León,Palencia,Caza Menor de Mamíferos,Zorro,1225.0
2023,Castilla y León,Salamanca,Caza Mayor,Cabra montés,111.0
2023,Castilla y León,Salamanca,Caza Mayor,Ciervo,873.0
2023,Castilla y León,Salamanca,Caza Mayor,Corzo,1150.0
2023,Castilla y León,Salamanca,Caza Mayor,Gamo,409.0
2023,Castilla y León,Salamanca,Caza Mayor,Jabalí,8720.0
2023,Castilla y León,Salamanca,Caza Mayor,Muflón,152.0
2023,Castilla y León,Salamanca,Caza Menor de Aves,Acuáticas y anátidas,2196.0
2023,Castilla y León,Salamanca,Caza Menor de Aves,Becada,1909.0
2023,Castilla y León,Salamanca,Caza Menor de Aves,Córvidos,682.0
2023,Castilla y León,Salamanca,Caza Menor de Aves,Paloma,45387.0
2023,Castilla y León,Salamanca,Caza Menor de Aves,Perdiz,44602.0
2023,Castilla y León,Salamanca,Caza Menor de Aves,Zorzal,2045.0
2023,Castilla y León,Salamanca,Caza Menor de Mamíferos,Conejo,12222.0
2023,Castilla y León,Salamanca,Caza Menor de Mamíferos,Liebre,9955.0
2023,Castilla y León,Salamanca,Caza Menor de Mamíferos,Zorro,7812.0
2023,Castilla y León,Segovia,Caza Mayor,Cabra montés,31.0
2023,Castilla y León,Segovia,Caza Mayor,Ciervo,2059.0
2023,Castilla y León,Segovia,Caza Mayor,Corzo,5.0
2023,Castilla y León,Segovia,Caza Mayor,Gamo,289.0
2023,Castilla y León,Segovia,Caza Mayor,Jabalí,3667.0
2023,Castilla y León,Segovia,Caza Mayor,Muflón,100.0
2023,Castilla y León,Segovia,Caza Menor de Aves,Acuáticas y anátidas,7945.0
2023,Castilla y León,Segovia,Caza Menor de Aves,Becada,1232.0
2023,Castilla y León,Segovia,Caza Menor de Aves,Codorniz,2164.0
2023,Castilla y León,Segovia,Caza Menor de Aves,Córvidos,2393.0
2023,Castilla y León,Segovia,Caza Menor de Aves,Faisán,3282.0
2023,Castilla y León,Segovia,Caza Menor de Aves,Paloma,15933.0
2023,Castilla y León,Segovia,Caza Menor de Aves,Perdiz,7251.0
2023,Castilla y León,Segovia,Caza Menor de Aves,Zorzal,4766.0
2023,Castilla y León,Segovia,Caza Menor de Mamíferos,Conejo,24559.0
2023,Castilla y León,Segovia,Caza Menor de Mamíferos,Liebre,3001.0
2023,Castilla y León,Segovia,Caza Menor de Mamíferos,Zorro,2008.0
2023,Castilla y León,Soria,Caza Mayor,Ciervo,5939.0
2023,Castilla y León,Soria,Caza Mayor,Corzo,8356.0
2023,Castilla y León,Soria,Caza Mayor,Gamo,62.0
2023,Castilla y León,Soria,Caza Mayor,Jabalí,5125.0
2023,Castilla y León,Soria,Caza Menor de Aves,Acuáticas y anátidas,67.0
2023,Castilla y León,Soria,Caza Menor de Aves,Becada,7074.0
2023,Castilla y León,Soria,Caza Menor de Aves,Córvidos,935.0
2023,Castilla y León,Soria,Caza Menor de Aves,Paloma,8288.0
2023,Castilla y León,Soria,Caza Menor de Aves,Perdiz,12211.0
2023,Castilla y León,Soria,Caza Menor de Aves,Zorzal,15660.0
2023,Castilla y León,Soria,Caza Menor de Mamíferos,Conejo,5829.0
2023,Castilla y León,Soria,Caza Menor de Mamíferos,Liebre,6815.0
2023,Castilla y León,Soria,Caza Menor de Mamíferos,Zorro,1732.0
2023,Castilla y León,Valladolid,Caza Mayor,Cabra asilvestrada,342.0
2023,Castilla y León,Valladolid,Caza Mayor,Ciervo,253.0
2023,Castilla y León,Valladolid,Caza Mayor,Corzo,8.0
2023,Castilla y León,Valladolid,Caza Mayor,Gamo,119.0
2023,Castilla y León,Valladolid,Caza Mayor,Jabalí,1881.0
2023,Castilla y León,Valladolid,Caza Mayor,Rebeco,5.0
2023,Castilla y León,Valladolid,Caza Menor de Aves,Acuáticas y anátidas,768.0
2023,Castilla y León,Valladolid,Caza Menor de Aves,Becada,931.0
2023,Castilla y León,Valladolid,Caza Menor de Aves,Codorniz,355.0
2023,Castilla y León,Valladolid,Caza Menor de Aves,Córvidos,3164.0
2023,Castilla y León,Valladolid,Caza Menor de Aves,Paloma,39873.0
2023,Castilla y León,Valladolid,Caza Menor de Aves,Perdiz,5099.0
2023,Castilla y León,Valladolid,Caza Menor de Aves,Zorzal,3079.0
2023,Castilla y León,Valladolid,Caza Menor de Mamíferos,Conejo,66383.0
2023,Castilla y León,Valladolid,Caza Menor de Mamíferos,Liebre,2294.0
2023,Castilla y León,Valladolid,Caza Menor de Mamíferos,Zorro,1596.0
2023,Castilla y León,Zamora,Caza Mayor,Cabra montés,7.0
2023,Castilla y León,Zamora,Caza Mayor,Ciervo,2013.0
2023,Castilla y León,Zamora,Caza Mayor,Gamo,11.0
2023,Castilla y León,Zamora,Caza Mayor,Jabalí,7166.0
2023,Castilla y León,Zamora,Caza Menor de Aves,Acuáticas y anátidas,2231.0
2023,Castilla y León,Zamora,Caza Menor de Aves,Becada,2348.0
2023,Castilla y León,Zamora,Caza Menor de Aves,Córvidos,1244.0
2023,Castilla y León,Zamora,Caza Menor de Aves,Paloma,19664.0
2023,Castilla y León,Zamora,Caza Menor de Aves,Perdiz,10981.0
2023,Castilla y León,Zamora,Caza Menor de Aves,Zorzal,1510.0
2023,Castilla y León,Zamora,Caza Menor de Mamíferos,Conejo,47943.0
2023,Castilla y León,Zamora,Caza Menor de Mamíferos,Liebre,7492.0
2023,Castilla y León,Zamora,Caza Menor de Mamíferos,Zorro,2905.0
2023,Castilla-La Mancha,Albacete,Caza Mayor,Cabra montés,1978.0
2023,Castilla-La Mancha,Albacete,Caza Mayor,Ciervo,2864.0
2023,Castilla-La Mancha,Albacete,Caza Mayor,Gamo,378.0
