anio,ccaa,provincia,tipo_coto,n_cotos,sup_ha
2018,Castilla-La Mancha,Cuenca,Coto privado de caza,690.0,1142390.0
2018,Castilla-La Mancha,Cuenca,Coto social,81.0,351883.0
2018,Castilla-La Mancha,Cuenca,Coto intensivo de caza,47.0,31492.0
2018,Castilla-La Mancha,Guadalajara,Coto privado de caza,653.0,1072262.0
2018,Castilla-La Mancha,Guadalajara,Coto intensivo de caza,19.0,13824.0
2018,Castilla-La Mancha,Toledo,Coto privado de caza,1186.0,1258730.0
2018,Castilla-La Mancha,Toledo,Coto social,1.0,2801.0
2018,Castilla-La Mancha,Toledo,Coto intensivo de caza,163.0,94951.0
2018,Cataluña,Barcelona,Coto privado de caza,414.0,686985.0
2018,Cataluña,Barcelona,Reserva de caza,1.0,15007.0
2018,Cataluña,Barcelona,Zona de caza controlada,5.0,17141.0
2018,Cataluña,Gerona,Coto privado de caza,249.0,506580.0
2018,Cataluña,Gerona,Reserva de caza,1.0,20299.0
2018,Cataluña,Gerona,Zona de caza controlada,2.0,2020.0
2018,Cataluña,Lérida,Coto privado de caza,435.0,838800.0
2018,Cataluña,Lérida,Reserva de caza,4.0,150654.0
2018,Cataluña,Lérida,Zona de caza controlada,5.0,93576.0
2018,Cataluña,Tarragona,Coto privado de caza,274.0,554098.0
2018,Cataluña,Tarragona,Reserva de caza,2.0,29703.0
2018,Cataluña,Tarragona,Zona de caza controlada,7.0,3118.0
2018,Extremadura,Badajoz,Coto privado de caza,1411.0,828814.0
2018,Extremadura,Badajoz,Coto social,248.0,916244.0
2018,Extremadura,Badajoz,Coto intensivo de caza,67.0,43869.0
2018,Extremadura,Badajoz,Reserva de caza,1.0,22187.35
2018,Extremadura,Badajoz,Terreno cercado,160.0,16275.0
2018,Extremadura,Badajoz,Zona de caza controlada,160.0,16275.0
2018,Extremadura,Cáceres,Coto privado de caza,1008.0,661952.0
2018,Extremadura,Cáceres,Coto regional / autonómico,3.0,17105.12
2018,Extremadura,Cáceres,Coto social,343.0,781615.0
2018,Extremadura,Cáceres,Coto intensivo de caza,80.0,51028.0
2018,Extremadura,Cáceres,Reserva de caza,1.0,13954.0
2018,Extremadura,Cáceres,Terreno cercado,106.0,111912.0
2018,Extremadura,Cáceres,Zona de caza controlada,1.0,1152.0
2018,Galicia,La Coruña,Coto municipal,1.0,7047.0
2018,Galicia,La Coruña,Coto privado de caza,122.0,696478.0
2018,Galicia,La Coruña,Coto intensivo de caza,4.0,2016.0
2018,Galicia,Lugo,Coto privado de caza,148.0,929740.0
2018,Galicia,Lugo,Coto intensivo de caza,8.0,1884.0
2018,Galicia,Orense,Coto municipal,1.0,14478.0
2018,Galicia,Orense,Coto privado de caza,106.0,630074.0
2018,Galicia,Orense,Coto intensivo de caza,9.0,5072.0
2018,Galicia,Pontevedra,Coto privado de caza,74.0,349743.0
2018,Galicia,Pontevedra,Coto intensivo de caza,8.0,2430.0
2018,La Rioja,La Rioja,Coto deportivo,80.0,186118.0
2018,La Rioja,La Rioja,Coto municipal,88.0,179945.0
2018,La Rioja,La Rioja,Coto privado de caza,11.0,4835.0
2018,La Rioja,La Rioja,Coto social,7.0,8316.0
2018,La Rioja,La Rioja,Coto intensivo de caza,2.0,1313.0
2018,La Rioja,La Rioja,Reserva de caza,1.0,107916.0
2018,La Rioja,La Rioja,Terreno cercado,3.0,481.0
2018,La Rioja,La Rioja,Vedado de caza,9.0,2149.0
2018,La Rioja,La Rioja,Zona de caza controlada,23.0,10749.0
2018,Madrid,Madrid,Coto privado de caza,765.0,530154.0
2018,Madrid,Madrid,Coto intensivo de caza,17.0,20281.0
2018,Madrid,Madrid,Reserva de caza,1.0,11276.0
2018,Madrid,Madrid,Zona de caza controlada,28.0,29330.0
2018,Murcia,Murcia,Coto deportivo,65.0,120244.0
2018,Murcia,Murcia,Coto privado de caza,1065.0,559343.0
2018,Murcia,Murcia,Coto intensivo de caza,31.0,26670.0
2018,Murcia,Murcia,Refugio de caza / fauna,9.0,3526.0
2018,Navarra,Navarra,Coto municipal,210.0,922626.0
2018,Navarra,Navarra,Coto privado de caza,37.0,29547.0
2018,Navarra,Navarra,Coto regional / autonómico,3.0,6523.0
2018,Navarra,Navarra,Coto intensivo de caza,1.0,2069.0
2018,País Vasco,Guipúzcoa,Coto privado de caza,2.0,3259.0
2018,País Vasco,Guipúzcoa,Zona de caza controlada,12.0,170000.0
2018,País Vasco,Vizcaya,Coto privado de caza,2.0,16600.0
2018,País Vasco,Vizcaya,Coto social,1.0,320.0
2018,País Vasco,Vizcaya,Reserva de caza,4.0,5886.0
2018,País Vasco,Vizcaya,Zona de caza controlada,8.0,58894.0
2018,País Vasco,Álava,Coto privado de caza,135.0,274924.0
2018,País Vasco,Álava,Coto social,1.0,4815.0
2017,Andalucía,Almería,Coto deportivo,13.0,18258.0
2017,Andalucía,Almería,Coto privado de caza,734.0,625750.0
2017,Andalucía,Cádiz,Coto deportivo,41.0,75783.0
2017,Andalucía,Cádiz,Coto privado de caza,766.0,475494.0
2017,Andalucía,Cádiz,Zona de caza controlada,1.0,131.0
2017,Andalucía,Córdoba,Coto deportivo,78.0,204576.0
2017,Andalucía,Córdoba,Coto privado de caza,1391.0,935072.0
2017,Andalucía,Granada,Coto deportivo,53.0,114283.0
2017,Andalucía,Granada,Coto privado de caza,1026.0,796523.0
2017,Andalucía,Granada,Coto intensivo de caza,3.0,3154.0
2017,Andalucía,Granada,Zona de caza controlada,1.0,22370.0
2017,Andalucía,Huelva,Coto deportivo,37.0,111928.0
2017,Andalucía,Huelva,Coto privado de caza,777.0,672872.0
2017,Andalucía,Huelva,Coto intensivo de caza,1.0,251.0
2017,Andalucía,Jaén,Coto deportivo,118.0,502965.0
2017,Andalucía,Jaén,Coto privado de caza,761.0,676328.0
2017,Andalucía,Jaén,Coto intensivo de caza,1.0,571.0
2017,Andalucía,Jaén,Reserva de caza,1.0,65837.0
2017,Andalucía,Málaga,Coto deportivo,137.0,312480.0
2017,Andalucía,Málaga,Coto privado de caza,301.0,178304.0
2017,Andalucía,Málaga,Coto intensivo de caza,1.0,434.0
2017,Andalucía,Málaga,Reserva de caza,3.0,60418.0
2017,Andalucía,Sevilla,Coto deportivo,103.0,276127.0
2017,Andalucía,Sevilla,Coto privado de caza,1162.0,853116.0
2017,Andalucía,Sevilla,Coto intensivo de caza,1.0,495.0
2017,Aragón,Huesca,Coto deportivo,349.0,841242.0
2017,Aragón,Huesca,Coto municipal,128.0,397912.0
2017,Aragón,Huesca,Coto privado de caza,113.0,126919.0
2017,Aragón,Huesca,Coto social,7.0,23779.0
2017,Aragón,Huesca,Coto intensivo de caza,21.0,3864.0
2017,Aragón,Huesca,Reserva de caza,5.0,131350.0
2017,Aragón,Teruel,Coto deportivo,191.0,884382.0
2017,Aragón,Teruel,Coto municipal,119.0,447267.0
2017,Aragón,Teruel,Coto privado de caza,68.0,76863.0
2017,Aragón,Teruel,Coto social,1.0,2297.0
2017,Aragón,Teruel,Coto intensivo de caza,9.0,2081.0
2017,Aragón,Teruel,Reserva de caza,3.0,58056.0
2017,Aragón,Zaragoza,Coto deportivo,229.0,892081.0
2017,Aragón,Zaragoza,Coto municipal,152.0,572063.0
2017,Aragón,Zaragoza,Coto privado de caza,130.0,141956.0
2017,Aragón,Zaragoza,Coto social,2.0,3709.0
2017,Aragón,Zaragoza,Coto intensivo de caza,32.0,5817.0
2017,Baleares,Baleares,Coto privado de caza,2033.0,376416.0
2017,Baleares,Baleares,Coto intensivo de caza,4.0,943.0
2017,Baleares,Baleares,Reserva de caza,115.0,11129.0
2017,Baleares,Baleares,Zona de caza controlada,4.0,615.0
2017,C. Valenciana,Alicante,Coto deportivo,325.0,373203.0
2017,C. Valenciana,Alicante,Coto intensivo de caza,8.0,5473.0
2017,C. Valenciana,Alicante,Zona de caza controlada,7.0,9023.0
2017,C. Valenciana,Castellón,Coto deportivo,183.0,552418.0
2017,C. Valenciana,Castellón,Coto intensivo de caza,23.0,11237.0
2017,C. Valenciana,Castellón,Reserva de caza,1.0,1426.0
2017,C. Valenciana,Castellón,Zona de caza controlada,5.0,6649.0
2017,C. Valenciana,Valencia,Coto deportivo,343.0,791071.0
2017,C. Valenciana,Valencia,Coto intensivo de caza,40.0,41813.0
2017,C. Valenciana,Valencia,Reserva de caza,1.0,35513.0
2017,C. Valenciana,Valencia,Zona de caza controlada,29.0,36628.0
2017,Canarias,Las Palmas,Coto privado de caza,15.0,3500.0
2017,Canarias,Las Palmas,Coto intensivo de caza,1.0,1000.0
2017,Canarias,Las Palmas,Refugio de caza / fauna,1.0,3714.0
2017,Canarias,Las Palmas,Reserva de caza,10.0,
2017,Canarias,Las Palmas,Zona de caza controlada,3.0,151687.0
2017,Canarias,Tenerife,Coto privado de caza,66.0,10136.0
2017,Canarias,Tenerife,Reserva de caza,4.0,1175.0
2017,Canarias,Tenerife,Zona de caza controlada,3.0,208107.0
2017,Cantabria,Cantabria,Coto deportivo,72.0,215623.0
2017,Cantabria,Cantabria,Coto privado de caza,39.0,76876.0
2017,Cantabria,Cantabria,Coto regional / autonómico,1.0,4068.0
2017,Cantabria,Cantabria,Reserva de caza,1.0,178170.0
2017,Castilla y León,Burgos,Coto privado de caza,824.0,1218704.0
2017,Castilla y León,Burgos,Reserva de caza,1.0,75372.0
2017,Castilla y León,León,Coto privado de caza,972.0,1219762.0
2017,Castilla y León,León,Reserva de caza,3.0,146737.0
2017,Castilla y León,Palencia,Coto privado de caza,460.0,668266.0
2017,Castilla y León,Palencia,Reserva de caza,1.0,48813.0
2017,Castilla y León,Salamanca,Coto privado de caza,980.0,1012522.0
2017,Castilla y León,Salamanca,Reserva de caza,1.0,21513.0
2017,Castilla y León,Segovia,Coto privado de caza,418.0,603083.0
2017,Castilla y León,Soria,Coto privado de caza,481.0,856416.0
2017,Castilla y León,Soria,Reserva de caza,1.0,115895.0
2017,Castilla y León,Valladolid,Coto privado de caza,390.0,704102.0
2017,Castilla y León,Zamora,Coto privado de caza,543.0,843660.0
2017,Castilla y León,Zamora,Reserva de caza,2.0,99899.0
2017,Castilla y León,Ávila,Coto privado de caza,468.0,652247.0
2017,Castilla y León,Ávila,Reserva de caza,1.0,39052.0
2017,Castilla-La Mancha,Albacete,Coto privado de caza,1368.0,1201088.0
2017,Castilla-La Mancha,Albacete,Coto intensivo de caza,74.0,64277.0
2017,Castilla-La Mancha,Ciudad Real,Coto privado de caza,1482.0,1662984.0
2017,Castilla-La Mancha,Ciudad Real,Coto intensivo de caza,84.0,78320.0
2017,Castilla-La Mancha,Ciudad Real,Zona de seguridad,3.0,
2017,Castilla-La Mancha,Cuenca,Coto privado de caza,787.0,1528076.0
2017,Castilla-La Mancha,Cuenca,Coto intensivo de caza,56.0,37763.0
2017,Castilla-La Mancha,Guadalajara,Coto privado de caza,657.0,1076945.0
2017,Castilla-La Mancha,Guadalajara,Coto intensivo de caza,19.0,13623.0
2017,Castilla-La Mancha,Toledo,Coto privado de caza,1169.0,1241662.0
2017,Castilla-La Mancha,Toledo,Coto social,1.0,
2017,Castilla-La Mancha,Toledo,Coto intensivo de caza,166.0,98170.0
2017,Cataluña,Barcelona,Coto privado de caza,414.0,686985.0
2017,Cataluña,Barcelona,Reserva de caza,1.0,15007.0
2017,Cataluña,Barcelona,Zona de caza controlada,5.0,17141.0
2017,Cataluña,Gerona,Coto privado de caza,250.0,497481.0
2017,Cataluña,Gerona,Reserva de caza,1.0,20299.0
2017,Cataluña,Gerona,Zona de caza controlada,2.0,2020.0
2017,Cataluña,Lérida,Coto privado de caza,432.0,823170.0
2017,Cataluña,Lérida,Reserva de caza,4.0,152704.0
2017,Cataluña,Lérida,Zona de caza controlada,5.0,93576.0
2017,Cataluña,Tarragona,Coto privado de caza,275.0,554098.0
2017,Cataluña,Tarragona,Reserva de caza,2.0,29703.0
2017,Cataluña,Tarragona,Zona de caza controlada,7.0,3118.0
2017,Extremadura,Badajoz,Coto privado de caza,1454.0,874921.0
2017,Extremadura,Badajoz,Coto social,259.0,927121.0
2017,Extremadura,Badajoz,Coto intensivo de caza,75.0,51607.0
2017,Extremadura,Badajoz,Refugio de caza / fauna,7.0,576.0
2017,Extremadura,Badajoz,Reserva de caza,1.0,22187.35
2017,Extremadura,Badajoz,Terreno cercado,160.0,16435.0
2017,Extremadura,Cáceres,Coto privado de caza,1116.0,768584.0
2017,Extremadura,Cáceres,Coto regional / autonómico,3.0,17105.12
2017,Extremadura,Cáceres,Coto social,355.0,788607.0
2017,Extremadura,Cáceres,Coto intensivo de caza,94.0,62201.0
2017,Extremadura,Cáceres,Refugio de caza / fauna,1.0,87.0
2017,Extremadura,Cáceres,Reserva de caza,1.0,13954.0
2017,Extremadura,Cáceres,Terreno cercado,474.0,61368.0
2017,Extremadura,Cáceres,Zona de caza controlada,1.0,1152.0
2017,Galicia,La Coruña,Coto municipal,1.0,7047.0
2017,Galicia,La Coruña,Coto privado de caza,122.0,696587.0
2017,Galicia,La Coruña,Coto intensivo de caza,5.0,2091.0
2017,Galicia,La Coruña,Vedado de caza,,80371.0
2017,Galicia,Lugo,Coto privado de caza,149.0,929740.0
2017,Galicia,Lugo,Coto intensivo de caza,8.0,2004.0
2017,Galicia,Lugo,Reserva de caza,1.0,7792.0
2017,Galicia,Lugo,Vedado de caza,,92974.0
2017,Galicia,Orense,Coto municipal,1.0,11840.0
2017,Galicia,Orense,Coto privado de caza,108.0,648136.0
2017,Galicia,Orense,Coto intensivo de caza,9.0,3167.0
2017,Galicia,Orense,Vedado de caza,,65998.0
2017,Galicia,Pontevedra,Coto privado de caza,74.0,351146.0
2017,Galicia,Pontevedra,Coto intensivo de caza,8.0,2430.0
2017,Galicia,Pontevedra,Vedado de caza,,37855.0
2017,La Rioja,La Rioja,Coto deportivo,80.0,186119.0
2017,La Rioja,La Rioja,Coto municipal,89.0,180015.0
2017,La Rioja,La Rioja,Coto privado de caza,13.0,5541.0
2017,La Rioja,La Rioja,Coto social,7.0,8316.0
2017,La Rioja,La Rioja,Coto intensivo de caza,2.0,1153.0
2017,La Rioja,La Rioja,Reserva de caza,1.0,107916.0
2017,La Rioja,La Rioja,Terreno cercado,3.0,481.0
2017,La Rioja,La Rioja,Vedado de caza,9.0,2149.0
2017,La Rioja,La Rioja,Zona de caza controlada,23.0,10749.0
2017,Madrid,Madrid,Coto privado de caza,753.0,513470.0
2017,Madrid,Madrid,Coto intensivo de caza,17.0,20281.0
2017,Madrid,Madrid,Refugio de caza / fauna,1.0,47.0
2017,Madrid,Madrid,Reserva de caza,1.0,11276.0
2017,Madrid,Madrid,Zona de caza controlada,31.0,29330.0
2017,Murcia,Murcia,Coto deportivo,62.0,120244.0
2017,Murcia,Murcia,Coto privado de caza,1082.0,578380.0
2017,Murcia,Murcia,Coto intensivo de caza,23.0,18618.0
2017,Murcia,Murcia,Refugio de caza / fauna,9.0,3526.0
2017,Navarra,Navarra,Coto municipal,209.0,920407.0
2017,Navarra,Navarra,Coto privado de caza,38.0,31991.0
2017,Navarra,Navarra,Coto regional / autonómico,3.0,9563.0
2017,Navarra,Navarra,Coto intensivo de caza,1.0,2069.0
2017,País Vasco,Guipúzcoa,Coto privado de caza,2.0,3259.0
2017,País Vasco,Guipúzcoa,Zona de caza controlada,12.0,170000.0
2017,País Vasco,Vizcaya,Coto privado de caza,2.0,16600.0
2017,País Vasco,Vizcaya,Coto social,1.0,320.0
2017,País Vasco,Vizcaya,Reserva de caza,4.0,5886.0
2017,País Vasco,Vizcaya,Zona de caza controlada,8.0,39223.0
2017,País Vasco,Álava,Coto privado de caza,135.0,274924.0
2017,País Vasco,Álava,Coto social,1.0,4815.0
2016,Andalucía,Almería,Coto deportivo,13.0,18258.0
2016,Andalucía,Almería,Coto privado de caza,735.0,627300.0
2016,Andalucía,Cádiz,Coto deportivo,41.0,75639.0
2016,Andalucía,Cádiz,Coto privado de caza,768.0,477882.0
2016,Andalucía,Cádiz,Zona de caza controlada,2.0,306.0
2016,Andalucía,Córdoba,Coto deportivo,78.0,204988.0
2016,Andalucía,Córdoba,Coto privado de caza,1392.0,938242.0
2016,Andalucía,Granada,Coto deportivo,53.0,114739.0
2016,Andalucía,Granada,Coto privado de caza,1037.0,825982.0
2016,Andalucía,Granada,Coto intensivo de caza,3.0,3154.0
2016,Andalucía,Huelva,Coto deportivo,36.0,125854.0
2016,Andalucía,Huelva,Coto privado de caza,774.0,660446.0
2016,Andalucía,Huelva,Coto intensivo de caza,1.0,251.0
2016,Andalucía,Jaén,Coto deportivo,117.0,500647.0
2016,Andalucía,Jaén,Coto privado de caza,750.0,665694.0
2016,Andalucía,Jaén,Coto intensivo de caza,2.0,925.0
2016,Andalucía,Jaén,Reserva de caza,1.0,65837.0
2016,Andalucía,Málaga,Coto deportivo,140.0,314841.0
2016,Andalucía,Málaga,Coto privado de caza,299.0,177515.0
2016,Andalucía,Málaga,Coto intensivo de caza,1.0,434.0
2016,Andalucía,Málaga,Reserva de caza,3.0,60434.0
2016,Andalucía,Sevilla,Coto deportivo,99.0,272815.0
2016,Andalucía,Sevilla,Coto privado de caza,1163.0,855139.0
2016,Andalucía,Sevilla,Coto intensivo de caza,1.0,495.0
2016,Aragón,Huesca,Coto deportivo,349.0,841242.0
2016,Aragón,Huesca,Coto municipal,128.0,397912.0
2016,Aragón,Huesca,Coto privado de caza,113.0,126919.0
2016,Aragón,Huesca,Coto social,7.0,23779.0
2016,Aragón,Huesca,Coto intensivo de caza,21.0,3864.0
2016,Aragón,Huesca,Reserva de caza,5.0,131350.0
2016,Aragón,Huesca,Vedado de caza,20.0,16674.0
2016,Aragón,Teruel,Coto deportivo,191.0,884382.0
2016,Aragón,Teruel,Coto municipal,119.0,447267.0
2016,Aragón,Teruel,Coto privado de caza,68.0,76863.0
2016,Aragón,Teruel,Coto social,1.0,2297.0
2016,Aragón,Teruel,Coto intensivo de caza,9.0,2081.0
2016,Aragón,Teruel,Reserva de caza,3.0,58056.0
2016,Aragón,Teruel,Vedado de caza,14.0,3107.0
2016,Aragón,Zaragoza,Coto deportivo,229.0,892081.0
2016,Aragón,Zaragoza,Coto municipal,152.0,572063.0
2016,Aragón,Zaragoza,Coto privado de caza,130.0,141956.0
2016,Aragón,Zaragoza,Coto social,2.0,3709.0
2016,Aragón,Zaragoza,Coto intensivo de caza,32.0,5817.0
2016,Aragón,Zaragoza,Reserva de caza,0.0,0.0
2016,Aragón,Zaragoza,Vedado de caza,17.0,38431.0
2016,Asturias,Asturias,Coto privado de caza,2.0,604.0
2016,Asturias,Asturias,Coto regional / autonómico,78.0,734393.0
2016,Asturias,Asturias,Reserva de caza,21.0,210143.0
2016,Asturias,Asturias,Terreno cercado,3.0,3525.0
2016,Asturias,Asturias,Zona de seguridad,18.0,
2016,Baleares,Baleares,Coto deportivo,4.0,52.0
2016,Baleares,Baleares,Coto privado de caza,2041.0,384075.0
2016,Baleares,Baleares,Coto intensivo de caza,3.0,1148.0
2016,Baleares,Baleares,Reserva de caza,113.0,11135.0
2016,Baleares,Baleares,Zona de caza controlada,5.0,1.0
2016,C. Valenciana,Alicante,Coto deportivo,345.0,385381.0
2016,C. Valenciana,Alicante,Coto intensivo de caza,4.0,3363.0
2016,C. Valenciana,Alicante,Zona de caza controlada,9.0,9053.0
2016,C. Valenciana,Castellón,Coto deportivo,207.0,563508.0
2016,C. Valenciana,Castellón,Coto intensivo de caza,1.0,250.0
2016,C. Valenciana,Castellón,Reserva de caza,1.0,1426.0
2016,C. Valenciana,Castellón,Zona de caza controlada,7.0,7363.0
2016,C. Valenciana,Valencia,Coto deportivo,373.0,841592.0
2016,C. Valenciana,Valencia,Coto intensivo de caza,37.0,28308.0
2016,C. Valenciana,Valencia,Reserva de caza,1.0,35867.0
2016,C. Valenciana,Valencia,Zona de caza controlada,29.0,34356.0
2016,Canarias,Las Palmas,Coto privado de caza,15.0,3500.0
2016,Canarias,Las Palmas,Coto intensivo de caza,1.0,1000.0
2016,Canarias,Las Palmas,Refugio de caza / fauna,1.0,3714.0
2016,Canarias,Las Palmas,Reserva de caza,10.0,
2016,Canarias,Las Palmas,Zona de caza controlada,3.0,152687.0
2016,Canarias,Tenerife,Coto privado de caza,66.0,10136.0
2016,Canarias,Tenerife,Reserva de caza,4.0,1175.0
2016,Canarias,Tenerife,Zona de caza controlada,3.0,208107.0
2016,Cantabria,Cantabria,Coto deportivo,70.0,213311.0
2016,Cantabria,Cantabria,Coto privado de caza,39.0,76794.0
2016,Cantabria,Cantabria,Coto regional / autonómico,1.0,4068.0
2016,Cantabria,Cantabria,Reserva de caza,1.0,178170.0
2016,Castilla y León,Burgos,Coto privado de caza,830.0,1224999.0
2016,Castilla y León,Burgos,Reserva de caza,1.0,75372.0
2016,Castilla y León,Burgos,Zona de caza controlada,1.0,509.0
2016,Castilla y León,León,Coto privado de caza,973.0,1217155.0
2016,Castilla y León,León,Reserva de caza,3.0,146737.0
2016,Castilla y León,León,Zona de caza controlada,1.0,6122.0
2016,Castilla y León,Palencia,Coto privado de caza,460.0,666030.0
2016,Castilla y León,Palencia,Reserva de caza,1.0,48813.0
2016,Castilla y León,Salamanca,Coto privado de caza,997.0,1018845.0
2016,Castilla y León,Salamanca,Reserva de caza,1.0,21513.0
2016,Castilla y León,Salamanca,Zona de caza controlada,1.0,3544.0
2016,Castilla y León,Segovia,Coto privado de caza,418.0,604024.0
2016,Castilla y León,Segovia,Zona de caza controlada,1.0,10284.0
2016,Castilla y León,Soria,Coto privado de caza,478.0,856350.0
2016,Castilla y León,Soria,Reserva de caza,1.0,115895.0
2016,Castilla y León,Soria,Zona de caza controlada,3.0,2252.0
2016,Castilla y León,Valladolid,Coto privado de caza,392.0,707692.0
2016,Castilla y León,Valladolid,Coto regional / autonómico,3.0,3095.0
2016,Castilla y León,Zamora,Coto privado de caza,546.0,851901.0
2016,Castilla y León,Zamora,Reserva de caza,2.0,99889.0
2016,Castilla y León,Ávila,Coto privado de caza,465.0,643360.0
2016,Castilla y León,Ávila,Coto regional / autonómico,1.0,3424.0
2016,Castilla y León,Ávila,Reserva de caza,1.0,39052.0
2016,Castilla-La Mancha,Albacete,Coto privado de caza,1361.0,1199442.0
2016,Castilla-La Mancha,Albacete,Coto intensivo de caza,72.0,63704.0
2016,Castilla-La Mancha,Ciudad Real,Coto privado de caza,1482.0,1667424.0
2016,Castilla-La Mancha,Ciudad Real,Coto intensivo de caza,86.0,79443.0
2016,Castilla-La Mancha,Ciudad Real,Zona de seguridad,3.0,
2016,Castilla-La Mancha,Cuenca,Coto privado de caza,788.0,1529115.0
2016,Castilla-La Mancha,Cuenca,Coto intensivo de caza,51.0,35147.0
2016,Castilla-La Mancha,Guadalajara,Coto privado de caza,664.0,1085609.0
2016,Castilla-La Mancha,Guadalajara,Coto intensivo de caza,17.0,11918.0
2016,Castilla-La Mancha,Toledo,Coto privado de caza,1173.0,1248569.0
2016,Castilla-La Mancha,Toledo,Coto intensivo de caza,159.0,101249.0
2016,Cataluña,Barcelona,Coto privado de caza,413.0,683822.0
2016,Cataluña,Barcelona,Reserva de caza,1.0,15007.0
2016,Cataluña,Barcelona,Zona de caza controlada,5.0,17141.0
2016,Cataluña,Gerona,Coto privado de caza,245.0,500343.0
2016,Cataluña,Gerona,Reserva de caza,1.0,20299.0
2016,Cataluña,Gerona,Zona de caza controlada,2.0,2020.0
2016,Cataluña,Lérida,Coto privado de caza,432.0,823256.0
2016,Cataluña,Lérida,Reserva de caza,4.0,150646.0
2016,Cataluña,Lérida,Zona de caza controlada,4.0,88697.0
2016,Cataluña,Tarragona,Coto privado de caza,275.0,552854.0
2016,Cataluña,Tarragona,Reserva de caza,2.0,29661.0
2016,Cataluña,Tarragona,Zona de caza controlada,7.0,3118.0
2016,Extremadura,Badajoz,Coto privado de caza,1467.0,876394.0
2016,Extremadura,Badajoz,Coto social,260.0,926714.0
2016,Extremadura,Badajoz,Coto intensivo de caza,74.0,55054.0
2016,Extremadura,Badajoz,Refugio de caza / fauna,7.0,576.0
2016,Extremadura,Badajoz,Reserva de caza,1.0,22187.35
2016,Extremadura,Badajoz,Terreno cercado,153.0,16201.0
2016,Extremadura,Badajoz,Zona de caza controlada,3.0,8230.32
2016,Extremadura,Cáceres,Coto privado de caza,1118.0,760483.0
2016,Extremadura,Cáceres,Coto regional / autonómico,3.0,17105.12
2016,Extremadura,Cáceres,Coto social,356.0,792477.0
2016,Extremadura,Cáceres,Coto intensivo de caza,94.0,63528.0
2016,Extremadura,Cáceres,Refugio de caza / fauna,1.0,87.0
2016,Extremadura,Cáceres,Reserva de caza,1.0,13954.0
2016,Extremadura,Cáceres,Terreno cercado,455.0,58386.0
2016,Extremadura,Cáceres,Zona de caza controlada,1.0,1152.0
2016,Galicia,La Coruña,Coto municipal,1.0,7047.0
2016,Galicia,La Coruña,Coto privado de caza,123.0,698677.0
2016,Galicia,La Coruña,Coto intensivo de caza,5.0,1399.0
2016,Galicia,La Coruña,Vedado de caza,185.0,81732.0
2016,Galicia,Lugo,Coto privado de caza,149.0,931848.0
2016,Galicia,Lugo,Coto intensivo de caza,8.0,2005.0
2016,Galicia,Lugo,Reserva de caza,1.0,7792.0
2016,Galicia,Lugo,Vedado de caza,147.0,59221.0
2016,Galicia,Orense,Coto municipal,1.0,11840.0
2016,Galicia,Orense,Coto privado de caza,108.0,647640.0
2016,Galicia,Orense,Coto intensivo de caza,7.0,3167.0
2016,Galicia,Pontevedra,Coto privado de caza,74.0,351921.0
2016,Galicia,Pontevedra,Coto intensivo de caza,8.0,2433.0
2016,Galicia,Pontevedra,Vedado de caza,122.0,39045.0
2016,La Rioja,La Rioja,Coto deportivo,80.0,186118.0
2016,La Rioja,La Rioja,Coto municipal,89.0,180015.0
2016,La Rioja,La Rioja,Coto privado de caza,13.0,5541.0
2016,La Rioja,La Rioja,Coto social,7.0,8316.0
2016,La Rioja,La Rioja,Coto intensivo de caza,2.0,1153.0
2016,La Rioja,La Rioja,Reserva de caza,1.0,107916.0
2016,La Rioja,La Rioja,Terreno cercado,3.0,481.0
2016,La Rioja,La Rioja,Vedado de caza,9.0,2149.0
2016,La Rioja,La Rioja,Zona de caza controlada,23.0,10749.0
2016,Madrid,Madrid,Coto privado de caza,767.0,571790.0
2016,Madrid,Madrid,Coto intensivo de caza,15.0,16110.0
2016,Madrid,Madrid,Refugio de caza / fauna,1.0,47.0
2016,Madrid,Madrid,Reserva de caza,1.0,11276.0
2016,Madrid,Madrid,Zona de caza controlada,31.0,29330.0
2016,Murcia,Murcia,Coto deportivo,62.0,120244.0
2016,Murcia,Murcia,Coto privado de caza,1082.0,578380.0
2016,Murcia,Murcia,Coto intensivo de caza,23.0,18618.0
2016,Murcia,Murcia,Refugio de caza / fauna,9.0,3526.0
2016,Navarra,Navarra,Coto municipal,209.0,920096.0
2016,Navarra,Navarra,Coto privado de caza,39.0,34168.0
2016,Navarra,Navarra,Coto regional / autonómico,3.0,9563.0
2016,País Vasco,Guipúzcoa,Coto privado de caza,2.0,3259.0
2016,País Vasco,Guipúzcoa,Zona de caza controlada,12.0,170000.0
2016,País Vasco,Vizcaya,Coto privado de caza,2.0,16600.0
2016,País Vasco,Vizcaya,Coto social,1.0,320.0
2016,País Vasco,Vizcaya,Refugio de caza / fauna,4.0,5886.0
2016,País Vasco,Vizcaya,Zona de caza controlada,9.0,58894.0
2016,País Vasco,Álava,Coto privado de caza,135.0,278836.0
2016,País Vasco,Álava,Coto social,1.0,4815.0
2015,Andalucía,Almería,Coto deportivo,13.0,18337.0
2015,Andalucía,Almería,Coto privado de caza,736.0,628528.0
2015,Andalucía,Cádiz,Coto deportivo,42.0,78875.0
2015,Andalucía,Cádiz,Coto privado de caza,767.0,476849.0
2015,Andalucía,Cádiz,Zona de caza controlada,2.0,306.0
